FNR,STATUS,NAME,SITZ,RECHTSFORM_CODE,RECHTSFORM_TEXT,GERICHT_CODE,GERICHT_TEXT
490638b,,AC AirCool GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
250226f,gelöscht,AC Alpha Coatings Beschichtungs GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
032308m,gelöscht,AC Austro Car Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
413748d,,AC AUTOGLASS Handel GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
404281g,,AC Aviation Charter GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
192813z,gelöscht,"""AC AVIATION CONSULT GmbH"" in Liqu.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
348804y,gelöscht,AC Beteiligungs GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
046072d,gelöscht,AC Computer-Klimaanlagen GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
243396k,,AC Consulting Steuerberatung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
162141v,gelöscht,AC Druckerei Ges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
495931k,gelöscht,AC Family Entertainment Betrieb GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
460240z,,AC Hotelbetriebs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
240309x,,AC Industrial ZT-GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
050441d,gelöscht,A-C Invest Finanzierungs- vermittlungs GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
664233p,,AC Kaiser Paketdienst GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
577034f,,AC Lack-car GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
302388p,gelöscht,AC Management Services GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
100933g,,A.C. Nielsen Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
193414h,gelöscht,AC Plant Consult Software Development GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
559163z,,AC PLC Austria GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
331883p,gelöscht,AC Prozessfinanzierer GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
121713s,gelöscht,AC Publik Warenvertriebs- Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
404346b,,AC Rädler Umwelttechnik GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
615513t,,AC Schönheitszentrum GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
056370y,gelöscht,A.C. Service- u. Vertriebs- gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
360694h,,AC Solution GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
569918s,,AC STILL Immobilien GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
190761g,gelöscht,A.C. Trading BeteiligungsgmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
247057w,gelöscht,A.C. Transporte GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
282233z,gelöscht,AC Transporte GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
134179y,gelöscht,AC Versicherungsmakler GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
053669a,gelöscht,ACA Bau- und Gastronomie- betriebsges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
274067s,gelöscht,A.C.A. GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
179744f,gelöscht,"""A.C.A."" Transport GmbH. in Liquidation",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
155490m,gelöscht,AC-AC-Bau- u. Handels GesmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
120214k,,Academia Hotelbetriebsgesellschaft mit beschränkter Haftung,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
059815p,,ACADEMIA Immobilientreuhand Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
048336h,,ACADEMIA-PRESS/STUDENTEN-PRESSE - Internationale Presseauslieferungs,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
441308h,,Academica Healthcare Solutions GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
299364t,,Academy for Value in Health GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
206575m,gelöscht,Academy4me e-Learning GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
291627p,,acadon GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
384242m,gelöscht,ACAIMANIA AT GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
398521k,,Acalko GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
283038h,gelöscht,A-Call Telecom Service GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
077284d,gelöscht,ACAN Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
555246p,,Acandis Austria GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
506139y,gelöscht,Acanna GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
581557g,,A-CAP Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
314348b,,A-CAP Management GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
099641g,gelöscht,ACAR & ROHLA Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
494610v,gelöscht,Acarix GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
241653y,gelöscht,acaSan Pharma GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
464733g,gelöscht,ACASS Austria GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
373041s,,Acat GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
441605w,gelöscht,Acaunus Holding GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
289258f,,ACB Bauplanung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
219764h,gelöscht,ACB Media Dienstleistungen GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
655050i,,ACBA Properties GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
653566b,,ACBA Strategy & Consulting GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
079728y,gelöscht,AC-Baumanagement Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
645006p,,ACBC GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
651002g,,ACBio Catering GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
063733a,gelöscht,ACC All Computer Consult EDV-Service-Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
093254p,gelöscht,ACC Bauchemikalien Gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
209922i,,ACC Bekleidungsverkaufs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
286184i,gelöscht,ACC Company Consulting GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
099843d,gelöscht,ACC CONSULT Bauplanung Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
136193i,gelöscht,ACC Fahrzeughandel GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
254905k,gelöscht,ACC Investment GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
476433m,,ACC Kreativwerkstatt GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
281424i,gelöscht,ACC Projekt Birneckergasse Entwicklungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
519826a,,A.C.C. Ziviltechniker GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
113526a,gelöscht,ACCA Gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
250254x,,ACCADEMIA DEL CAFFE GASTRONOMIE- BETRIEBS GMBH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
432431d,,Accanis Biotech GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
201612p,gelöscht,ACCB Vermögensverwaltungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
452769m,,acccoi partners GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
546596v,gelöscht,Accel Logistics GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
270552x,,accelaint advisory GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
186004k,gelöscht,ACCELATE Business Launch and Expansion GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
371363y,,accelent communications gmbh,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
289812w,gelöscht,Accelerando Beteiligungs- verwaltungs GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
326149g,,Accelero Consulting GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
395465t,gelöscht,ACCELID GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
216638k,gelöscht,Accellion Central & Eastern Europe GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
258830h,,ACCELOR Consulting & Business Development GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
399348b,,ACCENT Bauträger & Immobilien Entwicklung GesmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
382914i,gelöscht,ACCENTA Austria GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
073090k,gelöscht,ACCENTO nuovo Handelsgesellschaft mit beschränkter,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
663949x,,Accentrus GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
100017i,,Accenture GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
299258k,gelöscht,Accenture Technology Solutions GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
202035k,gelöscht,accenture Unternehmensberatung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
300594a,gelöscht,Acceptia Holding GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
245647x,gelöscht,ACCEPTOR TREUHAND - VERSICHERUNGS- BÜRO GMBH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
299527g,gelöscht,Acceron Consulting GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
196044a,gelöscht,ACCESS ImmobilienentwicklungsgmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
237340f,gelöscht,ACCESS POINT Holding GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
193503p,,Accession Capital Partners GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
630731x,,Accession Capital Partners Impact GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
578579b,,AccessiWay GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
638531t,,Accessum Capital Partners GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
581235h,,Accetor GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
233596z,,"""ACCEX"" IT- und Managementberatung GmbH",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
468616t,,accilium GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
507215f,,accilium Group GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
161491m,gelöscht,ACCIOLY Import-Export GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
125237y,gelöscht,ACCION Portfolio Management & Unternehmensberatung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
182512a,gelöscht,Acciona Airports Services GesmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
211443x,gelöscht,ACCM Breitbandservice und Eventprojekt GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
501419g,,ACCOLO Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
523255v,,ACCOLO Zwei Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
