FNR,STATUS,NAME,SITZ,RECHTSFORM_CODE,RECHTSFORM_TEXT,GERICHT_CODE,GERICHT_TEXT
245342y,gelöscht,ABA Berlin Wohnimmobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
309639b,gelöscht,ABA Finservis GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
128539d,gelöscht,ABA Handels- und Vermietungs Gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
067724w,gelöscht,ABA Martin Braun GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
646858m,,Aba Personal GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
263854x,gelöscht,ABA Personalleasing GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
037292t,gelöscht,ABA Unternehmensberatung & Handel GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
166669b,,A.B.A. Wick GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
319694p,,ABAB Altbestandsabbau GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
454672k,gelöscht,ABAB Baugesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
614763p,,Abaci Express GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
283452t,,ABACO Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
132468g,,"""ABACO"" Immobilienverwaltung Ges.m.b.H.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
351493b,,ABACTUS Immobilien-Projektentwicklungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
082872x,gelöscht,Abacus Anlagenvermietungs- und Handelsgesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
123665k,gelöscht,ABACUS Computer Trade Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
105367b,gelöscht,ABACUS DELTRON Austria GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
576067h,gelöscht,ABACUS Immobilieninvestment GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
163657y,gelöscht,"""ABACUS"" Internet Service GmbH",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
457818m,,ABACUS Medicine Austria GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
090240g,gelöscht,Abacus Software Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
446038p,,ABACUS Versicherungsmakler GmbH.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
214737s,gelöscht,"""ABAD"" HandelsgmbH",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
195579t,,ABAD Medienvertriebs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
127071w,gelöscht,Abadan Bau Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
451907w,,ABADAN Bau GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
470348p,,Abadis Capital GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
377382z,gelöscht,ABADIS GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
574370m,,ABAG Oberflächensanierung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
554211t,gelöscht,ABAI Fenster und Türen Handelsges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
092737d,gelöscht,ABA-Immobilien Gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
168606a,gelöscht,ABALIS Softwareentwicklungs- und Vertriebsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
376306t,gelöscht,Abalo Media GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
348084p,gelöscht,Abamio Consulting GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
497343m,,ABAN GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
111372h,gelöscht,Aban Teppichhandelsgesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
078102g,gelöscht,Abano-Montegrotto Fangokur-Reisen Gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
082623f,gelöscht,ABARED Holding Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
654552b,,ABARIS Beteiligungs GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
126398f,gelöscht,ABA-System Allgemeine Badische Automatenfabrik Thröner und,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
213692d,,ABATEK Handels GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
543920h,,abaton GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
434047f,gelöscht,Abatur GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
171803b,gelöscht,ABAU Baugesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
133584y,,ABAX Informationstechnik GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
374853f,gelöscht,Abayoo GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
391012v,gelöscht,A.B.A.Z. Bau GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
177198k,gelöscht,ABAZI Amdi GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
109360z,gelöscht,ABAZI Ges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
165576w,gelöscht,Abazoski Schweiß- und Industrie- montagen GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
104905y,,"""Abazzia"" Gaststättenbetriebs- gesellschaft m.b.H.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
600092p,,ABB Holding GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
047543t,gelöscht,ABB Industrie & Gebäudesysteme GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
053545v,gelöscht,ABB Industrie Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
097728v,gelöscht,ABB Information und Management Service Gesellschaft m.b.H. in,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
097715z,gelöscht,ABB Komponenten GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
099896g,gelöscht,ABB Service Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
479713k,,ABBA Handels & Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
557409w,,ABBA Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
421754b,,ABBAG - Abbaumanagementgesellschaft des Bundes,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
363580b,gelöscht,Abbas Gastro und Kultur GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
140296v,gelöscht,"""ABBAS"" Handelsgesellschaft m.b.H. in Liquidation",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
532702k,,Abbas Türkmen GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
651673v,,ABBASSAN GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
066671x,gelöscht,Abbeizprofi Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
061017g,gelöscht,ABBI Gastronomiebetriebs- gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
105077a,gelöscht,Abbiamo Handelsgesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
624519k,,Abbiamo Vet GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
039191i,,Abbott Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
082451b,,Abbott Medical Austria Ges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
107436w,gelöscht,Abbott Products GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
273049v,gelöscht,Abbrechen.at Bau GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
057839h,gelöscht,AB-Brot-Mühlen GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
613746v,,Abbruchexperte GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
378955m,,AbbVie GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
494450h,,Abby GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
193548f,,AB&C - Marketing Consulting GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
585468h,gelöscht,ABC aircompany Aviation Services GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
056440a,,ABC Allgemeine Bau Consulting Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
087446y,,ABC Andreas Bürgmayr Consulting GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
085454v,gelöscht,ABC ASIA Projektierung und Koordination von Bauten und Anlagen,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
272740p,gelöscht,abc atkins business consulting GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
132139y,gelöscht,ABC Autohandel GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
045355z,gelöscht,ABC Communication Elektrische und Elektronische Geräte HandelsgmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
087311z,gelöscht,ABC Conti Handels Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
108795v,gelöscht,ABC Dental Zahntechnik GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
042057z,gelöscht,ABC Discothekenbetriebs- gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
381462z,gelöscht,ABC Entertainment GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
107874p,,ABC Erwachsenenbildung Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
104135s,gelöscht,ABC Früchte Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
140826y,gelöscht,ABC Gastronomiebetriebs- gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
056365s,,ABC Glas Pelikan Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
046622m,gelöscht,ABC Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
042157x,gelöscht,ABC im EDV-Softwareberatungs- gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
419352w,,ABC Interdisziplinäre Gesellschaft mit ZT für Architektur und Ingenieurbüro,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
290526w,gelöscht,ABC Investment GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
038964a,,ABC Investment GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
054294w,gelöscht,ABC Leasing GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
093547w,,abc markets B2B Communication Service GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
239741k,,abc markets development GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
594136f,,ABC Max GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
128332z,,ABC Medien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
132972y,gelöscht,A.B.C. Modevertriebs und HandelsgmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
234530y,gelöscht,A.B.C. Office Development Holding GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
439957x,gelöscht,ABC Print GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
464227m,gelöscht,ABC PRO GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
086615a,gelöscht,ABC Projektierung und Koordination von Bauten und Anlagen,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
237763b,gelöscht,ABC Reiseservice GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
520091s,,ABC Research GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
234741h,gelöscht,ABC Sauna BetriebsgesmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
136406y,gelöscht,ABC Sonnenschutz-System GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
576758z,gelöscht,ABC Taxi GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
065232f,gelöscht,ABC TV Dokumentation GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
140852k,gelöscht,ABC Vermögenstreuhand Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
588090p,,A.B.C. Versicherungsagentur GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
231714g,,ABC V.I.P. Sightseeing GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
440073t,gelöscht,ABC Vision Gmbh,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
163045y,,ABC- Wirtschaftstreuhandg.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
102634h,gelöscht,ABC Wohnungsvermittlungs- gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
393504h,,ABC 3 Projektentwicklung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
592868s,,ABCasa Immobilienverwaltungs GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
087828i,,ABC-Buchführungsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
387106z,gelöscht,ab&cd innovations GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
557449d,gelöscht,ab&cd Projektgesellschaft mbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
105984i,gelöscht,ABCD Warenhandelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
167240t,gelöscht,ABCD-Bau u. VermittlungsgmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
167060b,gelöscht,ABCDE Immobilienverwaltungs- und Verwertungs Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
124889k,gelöscht,ABCDE Warenerzeugungs Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
413125m,,abcfinance GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
261248p,,abc-kinderbetreuung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
597768x,gelöscht,ABC-Kitchen GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
101384w,gelöscht,"""ABCO"" Gerüstevermietungs- gesellschaft m.b.H. in Liqu.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
439297a,gelöscht,AB.Con GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
075402k,,AB-Consult Handels- und Betriebs- beratungsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
309511p,gelöscht,ABC-Provider GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
436228m,,ABCSG GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
593606a,,ABCSG Research Services GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
045828w,gelöscht,Abd El Razek Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
173875z,gelöscht,Abd Elaaty GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
085849z,gelöscht,ABD El-Fattah Ibrahim Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
075072a,gelöscht,ABD EL-SHAFY & ALLAM Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
327760a,,ABD Gebäudereinigung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
031783s,gelöscht,ABD Handelsgesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
501189v,,ABD Vision Handelsges. m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
586140x,gelöscht,Abdal Immobilieninvestment GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
155673g,,ABDALLA & KAUFMANN GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
080474w,gelöscht,Abdalla Gastronomie G.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
085310g,gelöscht,Abdalla Gesellschaft m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
065296z,,AB-Datenservice für Architekten und das Bauwesen Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
032081d,gelöscht,ABD-Deponie Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
037395v,gelöscht,Abdel Azim Ges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
046267s,gelöscht,Abdel Hady Hussein u. Karl Watkins Ges.m.b.H. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
062463h,gelöscht,"""ABDEL KARIM Gesellschaft m.b.H.""",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
033837k,gelöscht,ABDEL MAKSOUD Restaurantbetriebsges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
055660d,gelöscht,ABDEL MALAK Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
051252x,gelöscht,Abdel Mawgoud Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
133492m,gelöscht,Abdelaziz GesmbH.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
060423h,gelöscht,ABDELHALIM Ges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
133784t,gelöscht,Abdelnaser Ibrahim Gastronomie Gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
385213s,gelöscht,Abdelsayed GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
133087t,gelöscht,Abdel-Wahab DIAB GesmbH. in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
229882m,gelöscht,Abdichtungstechnik Hoch- und Tiefbau GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
422179b,,ABDO SOLIMAN GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
043480t,gelöscht,Abdoli Gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
369341z,,ABdomen Architektur ZT GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
402470v,,Abductio Vermögensverwaltung GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
150949i,gelöscht,ABDULI & MUSTAFI Gastronomie-GmbH. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
645716h,,Abdulkadir Gastro GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
042082k,gelöscht,Abduramani & Cetin Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
075221w,gelöscht,Abdurrahman Kaya Gesellschaft m.b.H. in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
432037z,,"ABE Abbruch-, Bau- und Entsorgungs- unternehmen GmbH",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
045329k,gelöscht,ABE Elektro Service GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
371773a,,A.B.E. Fertighotel GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
107959p,gelöscht,ABE Holding GesmbH.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
608061h,,ABEB Immoconsult GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
188585g,gelöscht,"""ABEDATOS"" Bau GmbH",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
444285k,gelöscht,ABEDD Vertriebs GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
281064f,gelöscht,Abedin Pourzendeh Installations- betriebsges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
115615y,gelöscht,ABEG Automatenvertrieb und Warenhandelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
273734a,gelöscht,ABEL & ABEL Rechtsanwälte GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
454479b,,ABEL Rechtsanwälte GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
309088t,gelöscht,Abelard Consulting GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
303297a,gelöscht,ABELARD GmbH in Liquidation,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
426144h,,Abelegasse 10 Immobilien GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
405959z,gelöscht,ABELKO GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
649239p,,Abendroth ARCHITEKTEN ZT GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
485927z,gelöscht,Abendrothsweg 74 Immobilien GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
368602m,gelöscht,Abendstern Holding GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
414179m,,ABENE GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
078088k,gelöscht,Aberbach (Wien) Gesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
342797p,,Aberdeen Balanced Austria 1 GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
249744x,,A-BEST INVEST HOLDING GMBH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
153004g,gelöscht,Abex Trade GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
525472d,,ABEYS Gastro GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
090198w,gelöscht,ABF Handelsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
257694m,,ABF Pharmaceutical Services GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
145485z,gelöscht,"""Abfall"" Beteiligungs GesmbH in Liquidation",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
125799z,gelöscht,"Abfallentsorgungs-, Beratungs- und Verwertungs GmbH in Liqu.",Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
507311x,,Abfallhai Österreich GmbH,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
062428g,gelöscht,Abfallverwertungsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
073333v,gelöscht,Abfallwirtschaftsverbund Planungsgesellschaft m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
642382f,,Abfluss Heinzi Kanal- u. Rohr- reinigungsges.m.b.H.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
565004p,gelöscht,Abfluss-ASS Kanal und Abflussreinigungs GmbH in Liqu.,Wien,GES,Gesellschaft mit beschränkter Haftung,007,Handelsgericht Wien
